title,description,link,pubDate,imageLink,imageDescription
Why Anna Wintour always wears sunglasses,"Anna Wintour's omnipresent status, crafted over a three-decade-long career at the helm of Vogue, is unrivaled in the fashion industry. Her reputation has transcended that of the magazine she edits, her image -- immaculately sliced bob, sunglasses -- now instantly recognizable in silhouette or line sketch.",http://rss.cnn.com/~r/rss/edition_world/~3/y7ovKhrj4b0/index.html,"Tue, 09 Apr 2019 14:51:57 GMT",http://feeds.feedburner.com/~r/rss/edition_world/~4/y7ovKhrj4b0,
