title,description,link,pubDate,imageLink,imageDescription
The people making art deals for the super rich,"""I'm always flying by the seat of my pants,"" says Lisa Schiff with engaging and, I suspect, characteristic honesty. ""I never know what we're going to make each month -- five dollars or a million!""",http://rss.cnn.com/~r/rss/edition_world/~3/AoBMQEjkVIk/index.html,"Mon, 07 Oct 2019 11:22:33 GMT",http://feeds.feedburner.com/~r/rss/edition_world/~4/AoBMQEjkVIk,
