title,description,link,pubDate,imageLink,imageDescription
Families get a hug at US-Mexico border,"Since 2016, the Border Network for Human Rights (BNHR) have been bringing together families separated by the US-Mexico border, in an event called Hugs Not Walls. Twice a year, hundreds of families have the chance to see long-lost relatives for an unimaginably short, but precious, period of time: three minutes.",http://rss.cnn.com/~r/rss/edition_world/~3/Jf5Aw6-QRd4/index.html,"Tue, 06 Nov 2018 10:53:08 GMT",http://feeds.feedburner.com/~r/rss/edition_world/~4/Jf5Aw6-QRd4,
